,origin,destination,treq,tdep,ttrav,tarr,tdrop,dist,pax_id,Point_o,origin_x,origin_y,Point_d,destination_x,destination_y
267,2021881823,46310873,2020-10-29 14:59:37,,0 days 00:26:16.000000000,2020-10-29 15:25:53,,1576,267,POINT (4.9019193 52.3599259),4.9019193,52.3599259,POINT (4.893679 52.3544948),4.893679,52.3544948
813,46426435,297095278,2020-10-29 14:59:37,,0 days 00:31:51.000000000,2020-10-29 15:31:28,,1911,813,POINT (4.8927927 52.3800331),4.8927927,52.3800331,POINT (4.8725485 52.3714766),4.8725485,52.3714766
676,46407707,46259173,2020-10-29 14:59:40,,0 days 01:20:06.000000000,2020-10-29 16:19:46,,4806,676,POINT (4.85916 52.37607),4.85916,52.37607,POINT (4.8420282 52.3425143),4.8420282,52.3425143
531,46307669,297095279,2020-10-29 14:59:40,,0 days 01:33:00.000000000,2020-10-29 16:32:40,,5580,531,POINT (4.8145585 52.3537285),4.8145585,52.3537285,POINT (4.8740878 52.3718258),4.8740878,52.3718258
554,46371409,46447745,2020-10-29 14:59:41,,0 days 00:36:52.000000000,2020-10-29 15:36:33,,2212,554,POINT (4.8693058 52.3685237),4.8693058,52.3685237,POINT (4.8810666 52.3846972),4.8810666,52.3846972
266,46327181,3073085594,2020-10-29 14:59:47,,0 days 01:12:40.000000000,2020-10-29 16:12:27,,4360,266,POINT (4.897313 52.3581525),4.897313,52.3581525,POINT (4.85688 52.37699),4.85688,52.37699
270,46463153,3411610197,2020-10-29 14:59:52,,0 days 01:02:19.000000000,2020-10-29 16:02:11,,3739,270,POINT (4.8901313 52.3882022),4.8901313,52.3882022,POINT (4.8925102 52.3640294),4.8925102,52.3640294
970,1686005145,46416719,2020-10-29 14:59:53,,0 days 01:21:41.000000000,2020-10-29 16:21:34,,4901,970,POINT (4.8492838 52.3516172),4.8492838,52.3516172,POINT (4.886416 52.3780193),4.886416,52.3780193
620,46421343,1587126020,2020-10-29 14:59:53,,0 days 00:37:16.000000000,2020-10-29 15:37:09,,2236,620,POINT (4.85185 52.3789374),4.85185,52.3789374,POINT (4.8751044 52.3740289),4.8751044,52.3740289
30,27219290,46396254,2020-10-29 14:59:53,,0 days 00:57:47.000000000,2020-10-29 15:57:40,,3467,30,POINT (4.8620226 52.355345),4.8620226,52.355345,POINT (4.8722107 52.3737207),4.8722107,52.3737207
598,46322347,46330933,2020-10-29 14:59:56,,0 days 00:31:28.000000000,2020-10-29 15:31:24,,1888,598,POINT (4.8772182 52.3570754),4.8772182,52.3570754,POINT (4.8601176 52.3590391),4.8601176,52.3590391
957,46414075,46401362,2020-10-29 15:00:00,,0 days 01:10:06.000000000,2020-10-29 16:10:06,,4206,957,POINT (4.9090423 52.3774286),4.9090423,52.3774286,POINT (4.8670033 52.3748087),4.8670033,52.3748087
855,46311138,46456167,2020-10-29 15:00:01,,0 days 01:52:53.000000000,2020-10-29 16:52:54,,6773,855,POINT (4.8305111 52.3545023),4.8305111,52.3545023,POINT (4.889342 52.3866194),4.889342,52.3866194
247,3899003473,2298641921,2020-10-29 15:00:05,,0 days 01:06:24.000000000,2020-10-29 16:06:29,,3984,247,POINT (4.8684529 52.346454),4.8684529,52.346454,POINT (4.8730345 52.3746481),4.8730345,52.3746481
642,603936744,2311109604,2020-10-29 15:00:06,,0 days 00:49:15.000000000,2020-10-29 15:49:21,,2955,642,POINT (4.8513798 52.3825482),4.8513798,52.3825482,POINT (4.8735187 52.3654289),4.8735187,52.3654289
810,2296170442,271391419,2020-10-29 15:00:06,,0 days 00:38:11.000000000,2020-10-29 15:38:17,,2291,810,POINT (4.8706782 52.3715865),4.8706782,52.3715865,POINT (4.8905055 52.3709694),4.8905055,52.3709694
292,722976569,46383464,2020-10-29 15:00:06,,0 days 00:22:16.000000000,2020-10-29 15:22:22,,1336,292,POINT (4.8754005 52.3627128),4.8754005,52.3627128,POINT (4.8796873 52.3709941),4.8796873,52.3709941
334,2297714226,46391478,2020-10-29 15:00:12,,0 days 00:13:24.000000000,2020-10-29 15:13:36,,804,334,POINT (4.8703969 52.3709954),4.8703969,52.3709954,POINT (4.8806151 52.3726728),4.8806151,52.3726728
469,46301690,2311169615,2020-10-29 15:00:15,,0 days 01:10:07.000000000,2020-10-29 16:10:22,,4207,469,POINT (4.8358402 52.3524262),4.8358402,52.3524262,POINT (4.879634 52.3671996),4.879634,52.3671996
832,46437450,46405796,2020-10-29 15:00:21,,0 days 00:32:45.000000000,2020-10-29 15:33:06,,1965,832,POINT (4.8847651 52.3823523),4.8847651,52.3823523,POINT (4.867443 52.375747),4.867443,52.375747
65,46301016,46396066,2020-10-29 15:00:25,,0 days 01:01:09.000000000,2020-10-29 16:01:34,,3669,65,POINT (4.8868151 52.3522963),4.8868151,52.3522963,POINT (4.8666512 52.3736088),4.8666512,52.3736088
963,46483696,46312225,2020-10-29 15:00:25,,0 days 02:28:14.000000000,2020-10-29 17:28:39,,8894,963,POINT (4.91717 52.39301),4.91717,52.39301,POINT (4.8628484 52.3547564),4.8628484,52.3547564
743,4625767491,798909747,2020-10-29 15:00:26,,0 days 00:23:24.000000000,2020-10-29 15:23:50,,1404,743,POINT (4.871805 52.3793529),4.871805,52.3793529,POINT (4.8765532 52.3724455),4.8765532,52.3724455
718,46347577,46363868,2020-10-29 15:00:26,,0 days 02:05:11.000000000,2020-10-29 17:05:37,,7511,718,POINT (4.7866894 52.3626695),4.7866894,52.3626695,POINT (4.8770358 52.3668194),4.8770358,52.3668194
246,46183796,46447303,2020-10-29 15:00:28,,0 days 02:14:20.000000000,2020-10-29 17:14:48,,8060,246,POINT (4.8634807 52.3260744),4.8634807,52.3260744,POINT (4.875032 52.3845102),4.875032,52.3845102
969,6367848393,1069320430,2020-10-29 15:00:30,,0 days 01:28:18.000000000,2020-10-29 16:28:48,,5298,969,POINT (4.8411899 52.3483939),4.8411899,52.3483939,POINT (4.886531 52.3661641),4.886531,52.3661641
344,46360980,5667894273,2020-10-29 15:00:31,,0 days 00:35:38.000000000,2020-10-29 15:36:09,,2138,344,POINT (4.8831304 52.3661476),4.8831304,52.3661476,POINT (4.8935497 52.3801297),4.8935497,52.3801297
445,2047996079,46370859,2020-10-29 15:00:33,,0 days 01:23:45.000000000,2020-10-29 16:24:18,,5025,445,POINT (4.8876185 52.3833365),4.8876185,52.3833365,POINT (4.8380322 52.3683497),4.8380322,52.3683497
822,46421259,4625767494,2020-10-29 15:00:34,,0 days 00:19:57.000000000,2020-10-29 15:20:31,,1197,822,POINT (4.8864193 52.3789573),4.8864193,52.3789573,POINT (4.8716189 52.3797808),4.8716189,52.3797808
780,46202401,46389117,2020-10-29 15:00:35,,0 days 01:39:03.000000000,2020-10-29 16:39:38,,5943,780,POINT (4.8739939 52.33074),4.8739939,52.33074,POINT (4.8603183 52.3722016),4.8603183,52.3722016
628,46255080,2020569141,2020-10-29 15:00:37,,0 days 01:14:28.000000000,2020-10-29 16:15:05,,4468,628,POINT (4.8767694 52.3418303),4.8767694,52.3418303,POINT (4.8847412 52.3739514),4.8847412,52.3739514
430,46360268,2020569181,2020-10-29 15:00:41,,0 days 00:22:59.000000000,2020-10-29 15:23:40,,1379,430,POINT (4.8805265 52.365993),4.8805265,52.365993,POINT (4.8762174 52.3740386),4.8762174,52.3740386
631,46275357,2345374032,2020-10-29 15:00:42,,0 days 00:51:01.000000000,2020-10-29 15:51:43,,3061,631,POINT (4.8404562 52.3459522),4.8404562,52.3459522,POINT (4.8364594 52.3671246),4.8364594,52.3671246
651,46179207,46258238,2020-10-29 15:00:46,,0 days 00:40:05.000000000,2020-10-29 15:40:51,,2405,651,POINT (4.8865898 52.3249307),4.8865898,52.3249307,POINT (4.8946029 52.3425044),4.8946029,52.3425044
374,1525016758,46402233,2020-10-29 15:00:47,,0 days 01:17:12.000000000,2020-10-29 16:17:59,,4632,374,POINT (4.9106035 52.3602107),4.9106035,52.3602107,POINT (4.8727486 52.3748255),4.8727486,52.3748255
705,286684646,46373209,2020-10-29 15:00:51,,0 days 02:42:10.000000000,2020-10-29 17:43:01,,9730,705,POINT (4.9016963 52.4106371),4.9016963,52.4106371,POINT (4.8823589 52.3689188),4.8823589,52.3689188
733,4625767494,46385606,2020-10-29 15:00:53,,0 days 00:33:39.000000000,2020-10-29 15:34:32,,2019,733,POINT (4.8716189 52.3797808),4.8716189,52.3797808,POINT (4.859866 52.3714651),4.859866,52.3714651
56,46304102,46345522,2020-10-29 15:00:58,,0 days 01:11:40.000000000,2020-10-29 16:12:38,,4300,56,POINT (4.9210416 52.3528129),4.9210416,52.3528129,POINT (4.8736596 52.3622664),4.8736596,52.3622664
738,90204588,46416072,2020-10-29 15:01:03,,0 days 00:59:53.000000000,2020-10-29 16:00:56,,3593,738,POINT (4.9004191 52.3730487),4.9004191,52.3730487,POINT (4.8772723 52.3778487),4.8772723,52.3778487
623,6236069120,26206556,2020-10-29 15:01:03,,0 days 01:05:29.000000000,2020-10-29 16:06:32,,3929,623,POINT (4.877809 52.3335484),4.877809,52.3335484,POINT (4.872947 52.3634245),4.872947,52.3634245
998,46267329,46258385,2020-10-29 15:01:07,,0 days 00:44:14.000000000,2020-10-29 15:45:21,,2654,998,POINT (4.8963795 52.3443967),4.8963795,52.3443967,POINT (4.8675894 52.3424744),4.8675894,52.3424744
646,46537800,46392273,2020-10-29 15:01:09,,0 days 02:49:02.000000000,2020-10-29 17:50:11,,10142,646,POINT (4.9157448 52.4104731),4.9157448,52.4104731,POINT (4.8697572 52.3728142),4.8697572,52.3728142
459,46336019,46420751,2020-10-29 15:01:13,,0 days 00:51:45.000000000,2020-10-29 15:52:58,,3105,459,POINT (4.8911356 52.3601446),4.8911356,52.3601446,POINT (4.8812796 52.3788327),4.8812796,52.3788327
296,6299501715,46338081,2020-10-29 15:01:14,,0 days 01:15:36.000000000,2020-10-29 16:16:50,,4536,296,POINT (4.8782323 52.3916461),4.8782323,52.3916461,POINT (4.8936014 52.3606209),4.8936014,52.3606209
121,46436687,46375170,2020-10-29 15:01:17,,0 days 00:43:59.000000000,2020-10-29 15:45:16,,2639,121,POINT (4.8834554 52.3821467),4.8834554,52.3821467,POINT (4.8655985 52.369351),4.8655985,52.369351
371,7223585662,2333230644,2020-10-29 15:01:18,,0 days 01:29:27.000000000,2020-10-29 16:30:45,,5367,371,POINT (4.8975377 52.3659239),4.8975377,52.3659239,POINT (4.8422365 52.3451788),4.8422365,52.3451788
572,46476817,46312179,2020-10-29 15:01:19,,0 days 01:50:03.000000000,2020-10-29 16:51:22,,6603,572,POINT (4.8338043 52.391385),4.8338043,52.391385,POINT (4.8685994 52.3547495),4.8685994,52.3547495
562,46396751,26203121,2020-10-29 15:01:19,,0 days 00:31:26.000000000,2020-10-29 15:32:45,,1886,562,POINT (4.8569831 52.3738135),4.8569831,52.3738135,POINT (4.8652355 52.3641616),4.8652355,52.3641616
46,1470873949,46378182,2020-10-29 15:01:23,,0 days 01:11:23.000000000,2020-10-29 16:12:46,,4283,46,POINT (4.9165438 52.3563334),4.9165438,52.3563334,POINT (4.874889 52.3699159),4.874889,52.3699159
3,46417604,46406206,2020-10-29 15:01:27,,0 days 00:38:03.000000000,2020-10-29 15:39:30,,2283,3,POINT (4.8942714 52.3782038),4.8942714,52.3782038,POINT (4.8781149 52.3757813),4.8781149,52.3757813
703,46471950,2744201211,2020-10-29 15:01:32,,0 days 01:28:05.000000000,2020-10-29 16:29:37,,5285,703,POINT (4.9249285 52.3901419),4.9249285,52.3901419,POINT (4.8964002 52.3796671),4.8964002,52.3796671
663,46280045,46427364,2020-10-29 15:01:33,,0 days 01:31:04.000000000,2020-10-29 16:32:37,,5464,663,POINT (4.8800169 52.3471905),4.8800169,52.3471905,POINT (4.8497287 52.3801719),4.8497287,52.3801719
163,5024599341,46420083,2020-10-29 15:01:53,,0 days 01:35:41.000000000,2020-10-29 16:37:34,,5741,163,POINT (4.8187539 52.392068),4.8187539,52.392068,POINT (4.8799734 52.3787004),4.8799734,52.3787004
643,46496224,46465383,2020-10-29 15:01:55,,0 days 01:11:00.000000000,2020-10-29 16:12:55,,4260,643,POINT (4.8361322 52.397104),4.8361322,52.397104,POINT (4.8842103 52.3886434),4.8842103,52.3886434
777,46364818,2324042730,2020-10-29 15:01:59,,0 days 01:17:12.000000000,2020-10-29 16:19:11,,4632,777,POINT (4.8515686 52.3670193),4.8515686,52.3670193,POINT (4.8953464 52.383816),4.8953464,52.383816
701,46285993,6296430236,2020-10-29 15:02:04,,0 days 02:20:18.000000000,2020-10-29 17:22:22,,8418,701,POINT (4.868252 52.3487277),4.868252,52.3487277,POINT (4.9681904 52.369563),4.9681904,52.369563
106,46304199,6933097968,2020-10-29 15:02:05,,0 days 00:31:59.000000000,2020-10-29 15:34:04,,1919,106,POINT (4.8754776 52.3529866),4.8754776,52.3529866,POINT (4.8832356 52.3602967),4.8832356,52.3602967
632,3301116866,46409144,2020-10-29 15:02:07,,0 days 00:33:46.000000000,2020-10-29 15:35:53,,2026,632,POINT (4.879481 52.3666588),4.879481,52.3666588,POINT (4.8729081 52.3763872),4.8729081,52.3763872
706,46388344,46312299,2020-10-29 15:02:18,,0 days 01:23:48.000000000,2020-10-29 16:26:06,,5028,706,POINT (4.9004503 52.3720772),4.9004503,52.3720772,POINT (4.8810393 52.3547874),4.8810393,52.3547874
795,46424805,722976570,2020-10-29 15:02:20,,0 days 00:44:56.000000000,2020-10-29 15:47:16,,2696,795,POINT (4.8601727 52.3797313),4.8601727,52.3797313,POINT (4.8758385 52.3618682),4.8758385,52.3618682
574,3185290420,3176714997,2020-10-29 15:02:32,,0 days 00:19:25.000000000,2020-10-29 15:21:57,,1165,574,POINT (4.8772723 52.3725484),4.8772723,52.3725484,POINT (4.8903917 52.3732205),4.8903917,52.3732205
361,46373793,566457236,2020-10-29 15:02:36,,0 days 00:56:14.000000000,2020-10-29 15:58:50,,3374,361,POINT (4.8393462 52.3689908),4.8393462,52.3689908,POINT (4.8579933 52.349756),4.8579933,52.349756
177,46564452,1069320430,2020-10-29 15:02:39,,0 days 03:09:53.000000000,2020-10-29 18:12:32,,11393,177,POINT (4.8987844 52.4196599),4.8987844,52.4196599,POINT (4.886531 52.3661641),4.886531,52.3661641
330,46203929,46391320,2020-10-29 15:02:56,,0 days 01:35:04.000000000,2020-10-29 16:38:00,,5704,330,POINT (4.88624 52.3311),4.88624,52.3311,POINT (4.882672 52.3726348),4.882672,52.3726348
700,46497965,434441227,2020-10-29 15:03:02,,0 days 01:20:44.000000000,2020-10-29 16:23:46,,4844,700,POINT (4.8337257 52.397486),4.8337257,52.397486,POINT (4.8790583 52.3815367),4.8790583,52.3815367
311,1769327805,46357050,2020-10-29 15:03:06,,0 days 01:32:50.000000000,2020-10-29 16:35:56,,5570,311,POINT (4.811402 52.3507692),4.811402,52.3507692,POINT (4.87686 52.3651566),4.87686,52.3651566
778,46438029,46307940,2020-10-29 15:03:07,,0 days 01:10:20.000000000,2020-10-29 16:13:27,,4220,778,POINT (4.882356 52.3824671),4.882356,52.3824671,POINT (4.8769008 52.3538408),4.8769008,52.3538408
423,1291587510,46427610,2020-10-29 15:03:17,,0 days 01:28:10.000000000,2020-10-29 16:31:27,,5290,423,POINT (4.9034391 52.375657),4.9034391,52.375657,POINT (4.85114 52.3802877),4.85114,52.3802877
548,46297764,46276803,2020-10-29 15:03:27,,0 days 00:34:16.000000000,2020-10-29 15:37:43,,2056,548,POINT (4.8855096 52.3514574),4.8855096,52.3514574,POINT (4.8612397 52.3464153),4.8612397,52.3464153
170,2020569209,46348429,2020-10-29 15:03:33,,0 days 00:47:53.000000000,2020-10-29 15:51:26,,2873,170,POINT (4.8833471 52.3740994),4.8833471,52.3740994,POINT (4.8561825 52.3630125),4.8561825,52.3630125
429,46499075,4625767494,2020-10-29 15:03:34,,0 days 02:15:42.000000000,2020-10-29 17:19:16,,8142,429,POINT (4.912589 52.3983511),4.912589,52.3983511,POINT (4.8716189 52.3797808),4.8716189,52.3797808
630,1139517340,46311972,2020-10-29 15:03:35,,0 days 02:46:41.000000000,2020-10-29 17:50:16,,10001,630,POINT (4.8184662 52.3920724),4.8184662,52.3920724,POINT (4.915353 52.3547449),4.915353,52.3547449
982,46181612,46423854,2020-10-29 15:03:36,,0 days 02:11:29.000000000,2020-10-29 17:15:05,,7889,982,POINT (4.8607108 52.325543),4.8607108,52.325543,POINT (4.884546 52.3795319),4.884546,52.3795319
420,46287749,46410554,2020-10-29 15:03:37,,0 days 01:06:20.000000000,2020-10-29 16:09:57,,3980,420,POINT (4.9031145 52.3491405),4.9031145,52.3491405,POINT (4.8905761 52.3767232),4.8905761,52.3767232
378,46503459,451946454,2020-10-29 15:03:40,,0 days 02:10:05.000000000,2020-10-29 17:13:45,,7805,378,POINT (4.91446 52.39959),4.91446,52.39959,POINT (4.8825992 52.3717496),4.8825992,52.3717496
516,2284093727,46363868,2020-10-29 15:03:42,,0 days 00:16:27.000000000,2020-10-29 15:20:09,,987,516,POINT (4.8655275 52.3655235),4.8655275,52.3655235,POINT (4.8770358 52.3668194),4.8770358,52.3668194
211,4053664511,46409976,2020-10-29 15:03:46,,0 days 01:32:55.000000000,2020-10-29 16:36:41,,5575,211,POINT (4.8324869 52.3482465),4.8324869,52.3482465,POINT (4.8721154 52.3765751),4.8721154,52.3765751
125,46272266,46372849,2020-10-29 15:03:48,,0 days 02:08:42.000000000,2020-10-29 17:12:30,,7722,125,POINT (4.8023415 52.3453954),4.8023415,52.3453954,POINT (4.8848459 52.368846),4.8848459,52.368846
33,46416652,46378182,2020-10-29 15:03:52,,0 days 00:18:03.000000000,2020-10-29 15:21:55,,1083,33,POINT (4.8739264 52.3779704),4.8739264,52.3779704,POINT (4.874889 52.3699159),4.874889,52.3699159
687,3463080744,46319282,2020-10-29 15:03:53,,0 days 01:39:32.000000000,2020-10-29 16:43:25,,5972,687,POINT (4.8757122 52.3839714),4.8757122,52.3839714,POINT (4.830964 52.3562728),4.830964,52.3562728
324,46419878,46388896,2020-10-29 15:03:54,,0 days 00:57:07.000000000,2020-10-29 16:01:01,,3427,324,POINT (4.8484944 52.3786026),4.8484944,52.3786026,POINT (4.8788456 52.3722083),4.8788456,52.3722083
672,46560183,46378914,2020-10-29 15:04:01,,0 days 02:04:49.000000000,2020-10-29 17:08:50,,7489,672,POINT (4.8219682 52.4182971),4.8219682,52.4182971,POINT (4.8663265 52.3699962),4.8663265,52.3699962
576,46413151,2298641917,2020-10-29 15:04:05,,0 days 01:11:37.000000000,2020-10-29 16:15:42,,4297,576,POINT (4.81548 52.3772),4.81548,52.3772,POINT (4.8733282 52.3745317),4.8733282,52.3745317
911,46275475,451946454,2020-10-29 15:04:05,,0 days 01:05:34.000000000,2020-10-29 16:09:39,,3934,911,POINT (4.8738449 52.3461107),4.8738449,52.3461107,POINT (4.8825992 52.3717496),4.8825992,52.3717496
228,46403876,4924402828,2020-10-29 15:04:10,,0 days 00:31:29.000000000,2020-10-29 15:35:39,,1889,228,POINT (4.8786862 52.3752968),4.8786862,52.3752968,POINT (4.8802682 52.3628975),4.8802682,52.3628975
798,46392273,297095279,2020-10-29 15:04:16,,0 days 00:13:39.000000000,2020-10-29 15:17:55,,819,798,POINT (4.8697572 52.3728142),4.8697572,52.3728142,POINT (4.8740878 52.3718258),4.8740878,52.3718258
415,46351251,46340741,2020-10-29 15:04:16,,0 days 02:05:03.000000000,2020-10-29 17:09:19,,7503,415,POINT (4.9162815 52.3636844),4.9162815,52.3636844,POINT (4.8321725 52.3611111),4.8321725,52.3611111
317,46363807,1615543977,2020-10-29 15:04:17,,0 days 00:51:20.000000000,2020-10-29 15:55:37,,3080,317,POINT (4.8313654 52.3668435),4.8313654,52.3668435,POINT (4.8492455 52.3849777),4.8492455,52.3849777
806,46253922,6949114037,2020-10-29 15:04:25,,0 days 00:54:34.000000000,2020-10-29 15:58:59,,3274,806,POINT (4.8695991 52.3415541),4.8695991,52.3415541,POINT (4.8912968 52.3608838),4.8912968,52.3608838
872,46416652,2311101523,2020-10-29 15:04:28,,0 days 00:24:00.000000000,2020-10-29 15:28:28,,1440,872,POINT (4.8739264 52.3779704),4.8739264,52.3779704,POINT (4.8705375 52.3667295),4.8705375,52.3667295
647,46304199,46372608,2020-10-29 15:04:29,,0 days 00:49:05.000000000,2020-10-29 15:53:34,,2945,647,POINT (4.8754776 52.3529866),4.8754776,52.3529866,POINT (4.8864915 52.3687805),4.8864915,52.3687805
467,3300514050,3412535141,2020-10-29 15:04:36,,0 days 00:52:58.000000000,2020-10-29 15:57:34,,3178,467,POINT (4.8590037 52.3686467),4.8590037,52.3686467,POINT (4.8923096 52.3636883),4.8923096,52.3636883
673,46346264,46356635,2020-10-29 15:04:43,,0 days 01:12:27.000000000,2020-10-29 16:17:10,,4347,673,POINT (4.8620537 52.3624598),4.8620537,52.3624598,POINT (4.9057424 52.3650491),4.9057424,52.3650491
904,46420323,46374243,2020-10-29 15:04:44,,0 days 00:58:47.000000000,2020-10-29 16:03:31,,3527,904,POINT (4.8489881 52.3787012),4.8489881,52.3787012,POINT (4.8795343 52.3691597),4.8795343,52.3691597
484,46486205,46358083,2020-10-29 15:04:47,,0 days 01:25:48.000000000,2020-10-29 16:30:35,,5148,484,POINT (4.8368379 52.3937848),4.8368379,52.3937848,POINT (4.8702096 52.3654345),4.8702096,52.3654345
383,295730931,46363315,2020-10-29 15:04:50,,0 days 01:09:43.000000000,2020-10-29 16:14:33,,4183,383,POINT (4.8683298 52.3425058),4.8683298,52.3425058,POINT (4.884677 52.3667027),4.884677,52.3667027
878,1032858523,46375398,2020-10-29 15:04:51,,0 days 01:17:04.000000000,2020-10-29 16:21:55,,4624,878,POINT (4.8363231 52.3935288),4.8363231,52.3935288,POINT (4.8687126 52.3693688),4.8687126,52.3693688
900,46337876,297095255,2020-10-29 15:04:59,,0 days 00:43:35.000000000,2020-10-29 15:48:34,,2615,900,POINT (4.8297575 52.3604954),4.8297575,52.3604954,POINT (4.8536668 52.3706776),4.8536668,52.3706776
758,46463509,3177152064,2020-10-29 15:05:10,,0 days 01:57:29.000000000,2020-10-29 17:02:39,,7049,758,POINT (4.91953 52.38824),4.91953,52.38824,POINT (4.8930502 52.366096),4.8930502,52.366096
483,2306442651,1838674592,2020-10-29 15:05:21,,0 days 00:26:44.000000000,2020-10-29 15:32:05,,1604,483,POINT (4.8629512 52.3752152),4.8629512,52.3752152,POINT (4.8731145 52.3656727),4.8731145,52.3656727
979,46332313,46384645,2020-10-29 15:05:27,,0 days 00:41:57.000000000,2020-10-29 15:47:24,,2517,979,POINT (4.8879602 52.3593651),4.8879602,52.3593651,POINT (4.8664042 52.3711853),4.8664042,52.3711853
819,46339231,3958865871,2020-10-29 15:05:28,,0 days 00:32:20.000000000,2020-10-29 15:37:48,,1940,819,POINT (4.9065931 52.3608328),4.9065931,52.3608328,POINT (4.8864481 52.360883),4.8864481,52.360883
287,46303814,46301696,2020-10-29 15:05:28,,0 days 01:48:32.000000000,2020-10-29 16:54:00,,6512,287,POINT (4.8486428 52.3528574),4.8486428,52.3528574,POINT (4.918649 52.3524711),4.918649,52.3524711
164,46445852,1828039330,2020-10-29 15:05:29,,0 days 00:02:29.000000000,2020-10-29 15:07:58,,149,164,POINT (4.8596472 52.3842798),4.8596472,52.3842798,POINT (4.8585523 52.3849842),4.8585523,52.3849842
679,46350188,46366452,2020-10-29 15:05:29,,0 days 00:10:49.000000000,2020-10-29 15:16:18,,649,679,POINT (4.8886734 52.3634023),4.8886734,52.3634023,POINT (4.8866994 52.3674201),4.8866994,52.3674201
905,46323175,3301116263,2020-10-29 15:05:30,,0 days 00:23:14.000000000,2020-10-29 15:28:44,,1394,905,POINT (4.8780086 52.357285),4.8780086,52.357285,POINT (4.8795777 52.366503),4.8795777,52.366503
492,46311681,6960844764,2020-10-29 15:05:32,,0 days 00:41:08.000000000,2020-10-29 15:46:40,,2468,492,POINT (4.8657151 52.35459),4.8657151,52.35459,POINT (4.8608681 52.3643935),4.8608681,52.3643935
391,442439721,46395625,2020-10-29 15:05:39,,0 days 01:30:08.000000000,2020-10-29 16:35:47,,5408,391,POINT (4.8178448 52.3913862),4.8178448,52.3913862,POINT (4.8750171 52.3734716),4.8750171,52.3734716
105,1722682422,46411959,2020-10-29 15:05:43,,0 days 01:59:20.000000000,2020-10-29 17:05:03,,7160,105,POINT (4.8053592 52.3683252),4.8053592,52.3683252,POINT (4.8840591 52.3770315),4.8840591,52.3770315
10,46351126,7066536825,2020-10-29 15:05:47,,0 days 00:59:37.000000000,2020-10-29 16:05:24,,3577,10,POINT (4.8788147 52.3636771),4.8788147,52.3636771,POINT (4.8357162 52.3659834),4.8357162,52.3659834
260,46458585,46388896,2020-10-29 15:05:49,,0 days 00:39:51.000000000,2020-10-29 15:45:40,,2391,260,POINT (4.8832327 52.3872233),4.8832327,52.3872233,POINT (4.8788456 52.3722083),4.8788456,52.3722083
686,46251832,764229876,2020-10-29 15:05:50,,0 days 00:58:17.000000000,2020-10-29 16:04:07,,3497,686,POINT (4.9082045 52.3410573),4.9082045,52.3410573,POINT (4.8700836 52.3528351),4.8700836,52.3528351
396,5830440708,46472521,2020-10-29 15:05:51,,0 days 00:49:48.000000000,2020-10-29 15:55:39,,2988,396,POINT (4.8781235 52.3688095),4.8781235,52.3688095,POINT (4.8821562 52.3903415),4.8821562,52.3903415
761,6949114048,46358880,2020-10-29 15:05:51,,0 days 00:23:23.000000000,2020-10-29 15:29:14,,1403,761,POINT (4.8915222 52.361525),4.8915222,52.361525,POINT (4.8784504 52.3656484),4.8784504,52.3656484
825,46394732,5832869154,2020-10-29 15:05:56,,0 days 01:28:04.000000000,2020-10-29 16:34:00,,5284,825,POINT (4.8154722 52.373296),4.8154722,52.373296,POINT (4.8762838 52.3683669),4.8762838,52.3683669
839,46416250,3307341845,2020-10-29 15:06:02,,0 days 02:02:59.000000000,2020-10-29 17:09:01,,7379,839,POINT (4.7980242 52.3778313),4.7980242,52.3778313,POINT (4.8698651 52.3530899),4.8698651,52.3530899
848,46282018,46244888,2020-10-29 15:06:02,,0 days 00:29:59.000000000,2020-10-29 15:36:01,,1799,848,POINT (4.8969882 52.3476982),4.8969882,52.3476982,POINT (4.8965493 52.3394182),4.8965493,52.3394182
197,46262318,2400161648,2020-10-29 15:06:03,,0 days 01:25:22.000000000,2020-10-29 16:31:25,,5122,197,POINT (4.8586479 52.3432906),4.8586479,52.3432906,POINT (4.876794 52.3771253),4.876794,52.3771253
607,227189746,46389399,2020-10-29 15:06:06,,0 days 01:15:30.000000000,2020-10-29 16:21:36,,4530,607,POINT (4.9138707 52.3424182),4.9138707,52.3424182,POINT (4.8867853 52.3722875),4.8867853,52.3722875
569,46190466,529002957,2020-10-29 15:06:12,,0 days 01:40:02.000000000,2020-10-29 16:46:14,,6002,569,POINT (4.8656465 52.3277813),4.8656465,52.3277813,POINT (4.9237481 52.3511879),4.9237481,52.3511879
867,46215198,28265319,2020-10-29 15:06:15,,0 days 00:57:13.000000000,2020-10-29 16:03:28,,3433,867,POINT (4.8756924 52.3335437),4.8756924,52.3335437,POINT (4.882021 52.3590055),4.882021,52.3590055
689,46221314,46435513,2020-10-29 15:06:15,,0 days 01:55:10.000000000,2020-10-29 17:01:25,,6910,689,POINT (4.8802683 52.3347125),4.8802683,52.3347125,POINT (4.8499456 52.3818633),4.8499456,52.3818633
348,1802703198,46277216,2020-10-29 15:06:16,,0 days 01:35:12.000000000,2020-10-29 16:41:28,,5712,348,POINT (4.8371119 52.369735),4.8371119,52.369735,POINT (4.8875987 52.3465316),4.8875987,52.3465316
244,46356424,46396254,2020-10-29 15:06:17,,0 days 01:48:21.000000000,2020-10-29 16:54:38,,6501,244,POINT (4.93802 52.36498),4.93802,52.36498,POINT (4.8722107 52.3737207),4.8722107,52.3737207
